respondent_id,xyz_vaccine,sesaonal_vaccine
26869,0.219200773,0.056558539
26870,0.903708747,0.823931105
26871,0.097122265,0.065809111
26872,0.309526535,0.191123622
26873,0.815070315,0.065458347
26874,0.164660131,0.092440636
26875,0.759823523,0.531940005
26876,0.113592831,0.119289178
26877,0.273364149,0.107913453
26878,0.262904902,0.137325717
26879,0.09862439,0.073359514
26880,0.094480387,0.123046774
26881,0.092139518,0.073156711
26882,0.123840201,0.133761872
26883,0.316562957,0.09174918
26884,0.199421248,0.078288067
26885,0.756414589,0.143862164
26886,0.89756744,0.091946894
26887,0.900786131,0.70305254
26888,0.917978961,0.979412693
26889,0.056943367,0.042518301
26890,0.429167412,0.098797797
26891,0.883246697,0.720021452
26892,0.769471249,0.045068406
26893,0.076553448,0.090493502
26894,0.253525197,0.106624993
26895,0.915646409,0.060807796
26896,0.088390306,0.123247779
26897,0.416341557,0.113180619
26898,0.436632932,0.079234205
26899,0.078274959,0.068271997
26900,0.177724581,0.143003777
26901,0.542710676,0.268809842
26902,0.924180163,0.050797749
26903,0.123803636,0.170941524
26904,0.389962123,0.127860195
26905,0.784436163,0.348063433
26906,0.321123346,0.069474433
26907,0.735509665,0.077988135
26908,0.793381002,0.083731682
26909,0.142206481,0.094154679
26910,0.251880695,0.054254928
26911,0.116389762,0.10496523
26912,0.898023866,0.521791106
26913,0.859858952,0.725845724
26914,0.143500469,0.057261732
26915,0.618377465,0.053483643
26916,0.187976562,0.037573043
26917,0.203720204,0.112250907
26918,0.969054545,0.942767333
26919,0.831580495,0.154003542
26920,0.100844329,0.036578602
26921,0.87219068,0.101303204
26922,0.77272527,0.032797162
26923,0.640936299,0.201930406
26924,0.950675733,0.953832648
26925,0.780169048,0.099782425
26926,0.412542816,0.307007122
26927,0.685552922,0.193716183
26928,0.617648925,0.125599048
26929,0.123021162,0.119713968
26930,0.885310617,0.672877694
26931,0.539300006,0.153549329
26932,0.954725136,0.074138856
26933,0.692322089,0.053086344
26934,0.738896891,0.419359855
26935,0.633814748,0.097478465
26936,0.168794726,0.1800139
26937,0.784605508,0.109609443
26938,0.059674013,0.076771562
26939,0.124007409,0.102536715
26940,0.105086475,0.089861858
26941,0.389439521,0.100075369
26942,0.914219407,0.736810751
26943,0.800587611,0.110047593
26944,0.130083791,0.063146483
26945,0.559243988,0.053049039
26946,0.694829668,0.052267388
26947,0.396051849,0.137179115
26948,0.086991867,0.11179552
26949,0.1032863,0.089670848
26950,0.550903551,0.08338881
26951,0.263248582,0.12549187
26952,0.734470242,0.826184024
26953,0.862957003,0.614569529
26954,0.075187909,0.032295004
26955,0.653880672,0.070809252
26956,0.165544077,0.126047351
26957,0.970471213,0.11625442
26958,0.771590342,0.122613689
26959,0.2172767,0.100035799
26960,0.023874486,0.045321776
26961,0.297045704,0.187219312
26962,0.863969128,0.125195644
26963,0.156162053,0.061567546
26964,0.13664409,0.097789771
26965,0.820578372,0.861250652
26966,0.118439006,0.100939218
26967,0.438037879,0.130274576
26968,0.895429077,0.089402571
26969,0.428522485,0.154215944
26970,0.5,0.546420446
26971,0.227317342,0.130334967
26972,0.095151299,0.088256168
26973,0.191943917,0.118528799
26974,0.368839077,0.219546226
26975,0.770314708,0.142463858
26976,0.668876077,0.93437379
26977,0.24323626,0.109811272
26978,0.790741532,0.061990128
26979,0.932150154,0.529942529
26980,0.162176793,0.157752381
26981,0.35810365,0.048059624
26982,0.92411226,0.933747044
26983,0.5,0.145510781
26984,0.11831158,0.049787541
26985,0.136818347,0.076765313
26986,0.229257399,0.065357864
26987,0.06451292,0.048614439
26988,0.154724745,0.068768947
26989,0.494486941,0.267922372
26990,0.081920928,0.04864134
26991,0.441896255,0.078860274
26992,0.530297629,0.334822431
26993,0.896009124,0.05982996
26994,0.313928692,0.106215661
26995,0.337573079,0.087786511
26996,0.379430428,0.414369181
26997,0.059395112,0.115583027
26998,0.155169698,0.166847548
26999,0.520316235,0.071091044
27000,0.22591433,0.074039396
27001,0.682689099,0.083003483
27002,0.251780859,0.091091754
27003,0.066166951,0.053250484
27004,0.267611629,0.159571842
27005,0.855897261,0.536367818
27006,0.864465739,0.898251861
27007,0.063349718,0.060042265
27008,0.042528977,0.084238195
27009,0.197683785,0.137479681
27010,0.118849625,0.045902772
27011,0.159813944,0.081889405
27012,0.786333081,0.068418943
27013,0.372816438,0.118857136
27014,0.308328885,0.083912524
27015,0.176778669,0.08392191
27016,0.131418954,0.144072553
27017,0.906136892,0.512718219
27018,0.093145006,0.060511699
27019,0.941060535,0.964468945
27020,0.30499927,0.194048929
27021,0.577131119,0.154514265
27022,0.097902952,0.058825885
27023,0.094458646,0.130419151
27024,0.278699285,0.059954605
27025,0.10528985,0.14912806
27026,0.534841673,0.044832314
27027,0.718717806,0.094413655
27028,0.907226863,0.284914924
27029,0.26047801,0.078202433
27030,0.209090935,0.138724261
27031,0.854110046,0.212444907
27032,0.486552259,0.084981609
27033,0.770520198,0.25440729
27034,0.564579383,0.049429192
27035,0.296311877,0.139623051
27036,0.646325191,0.152743665
27037,0.801322768,0.600983134
27038,0.10683585,0.079264376
27039,0.887716634,0.763209585
27040,0.245680588,0.122871402
27041,0.629324776,0.098380096
27042,0.774502094,0.054986902
27043,0.665738651,0.48845428
27044,0.088467055,0.186732051
27045,0.747677803,0.039728639
27046,0.108303079,0.082732554
27047,0.592680157,0.566894623
27048,0.331887126,0.062638333
27049,0.869208591,0.181780685
27050,0.652223281,0.088110446
27051,0.193993777,0.131186363
27052,0.184308587,0.073370161
27053,0.817067595,0.923849726
27054,0.146070256,0.122833802
27055,0.869727907,0.031214046
27056,0.241539105,0.117055972
27057,0.068768736,0.059173693
27058,0.940324864,0.960199027
27059,0.187822859,0.119660914
27060,0.299116466,0.101983266
27061,0.552183638,0.02715074
27062,0.542268807,0.094924104
27063,0.5,0.043387064
27064,0.721996554,0.15282797
27065,0.245563004,0.075364163
27066,0.518454319,0.07523816
27067,0.813516098,0.5
27068,0.891321869,0.849448086
27069,0.906228245,0.781886303
27070,0.130105826,0.137151667
27071,0.185535453,0.133139486
27072,0.761536357,0.127019629
27073,0.91579059,0.113392736
27074,0.333115144,0.134879607
27075,0.832067435,0.595443706
27076,0.779168904,0.70422955
27077,0.101739525,0.08492852
27078,0.923721886,0.074452893
27079,0.808054385,0.120321961
27080,0.182257274,0.128343143
27081,0.784551487,0.076279282
27082,0.371042973,0.20309915
27083,0.347816701,0.080363147
27084,0.820842967,0.835072486
27085,0.077730472,0.098278378
27086,0.085904936,0.050218533
27087,0.134325275,0.069519169
27088,0.724248841,0.401658593
27089,0.151969945,0.094749959
27090,0.667889142,0.245842463
27091,0.195507682,0.527546966
27092,0.148948884,0.087049164
27093,0.494319223,0.172907468
27094,0.158247333,0.125050753
27095,0.614221779,0.078752977
27096,0.238860721,0.122551306
27097,0.698708202,0.700183595
27098,0.77448012,0.805316369
27099,0.54656312,0.172351221
27100,0.855498972,0.230052936
27101,0.74240166,0.07701417
27102,0.940047326,0.12119304
27103,0.174614712,0.136673111
27104,0.596188383,0.206845455
27105,0.292591313,0.174995249
27106,0.973058524,0.799424736
27107,0.80451256,0.458924687
27108,0.52108466,0.183467941
27109,0.164450264,0.138066492
27110,0.320609207,0.150145363
27111,0.310642803,0.098392426
27112,0.72701471,0.296893455
27113,0.184967717,0.124618159
27114,0.135150147,0.088899457
27115,0.870520182,0.494265523
27116,0.942079076,0.068266541
27117,0.086277126,0.078039689
27118,0.382418201,0.08653091
27119,0.234398546,0.115883466
27120,0.929431548,0.134562181
27121,0.854073354,0.094348267
27122,0.300677261,0.033110017
27123,0.160836623,0.064262067
27124,0.111443213,0.065401277
27125,0.076523596,0.088662027
27126,0.109636264,0.135463506
27127,0.190485694,0.116122095
27128,0.68540466,0.188975462
27129,0.690461246,0.282501529
27130,0.35635833,0.113440987
27131,0.049796676,0.110527169
27132,0.848173818,0.345920373
27133,0.70559999,0.105036081
27134,0.98033798,0.938255661
27135,0.63482472,0.060611096
27136,0.480832638,0.086656439
27137,0.184133167,0.082542443
27138,0.620102746,0.102035403
27139,0.114099433,0.054847354
27140,0.93328925,0.99190771
27141,0.765149717,0.7254009
27142,0.183547588,0.059011691
27143,0.334615575,0.195717542
27144,0.221048184,0.146816314
27145,0.801158393,0.647979354
27146,0.937817712,0.094374907
27147,0.228468179,0.11230216
27148,0.063757916,0.135002266
27149,0.06375822,0.080890788
27150,0.909605476,0.537408265
27151,0.846053682,0.130846694
27152,0.182527199,0.085741713
27153,0.929367845,0.246049754
27154,0.872179657,0.772617252
27155,0.807098388,0.16819655
27156,0.346692474,0.10970263
27157,0.680588876,0.085404831
27158,0.207733176,0.079831186
27159,0.113267582,0.061909645
27160,0.212371765,0.131052162
27161,0.791220007,0.22854847
27162,0.868633751,0.039692057
27163,0.263397997,0.384168838
27164,0.23909878,0.140012884
27165,0.795267751,0.703058375
27166,0.228797523,0.085970607
27167,0.591732645,0.093199619
27168,0.833389399,0.092040087
27169,0.792115271,0.532357249
27170,0.936103135,0.38985321
27171,0.202118056,0.051681894
27172,0.886916379,0.106340952
27173,0.405365641,0.313894962
27174,0.208250428,0.091056321
27175,0.135668948,0.064424188
27176,0.800649448,0.729512443
27177,0.917911442,0.860175809
27178,0.333202403,0.059476214
27179,0.135242531,0.100595561
27180,0.446337307,0.119043361
27181,0.881859549,0.09037414
27182,0.847778342,0.578608275
27183,0.590422156,0.077236858
27184,0.317816901,0.121575858
27185,0.842758898,0.414027771
27186,0.83432172,0.143634753
27187,0.257452515,0.076041229
27188,0.5,0.075956134
27189,0.589686393,0.08001711
27190,0.785807177,0.32987825
27191,0.878774574,0.070407787
27192,0.850361504,0.473508425
27193,0.085658555,0.137534303
27194,0.697998736,0.140763013
27195,0.132365288,0.136157733
27196,0.147000169,0.10913532
27197,0.64506126,0.061664618
27198,0.735894405,0.740995672
27199,0.136212964,0.099230667
27200,0.360237432,0.224146224
27201,0.823171826,0.475401174
27202,0.428899637,0.15613643
27203,0.088600516,0.055367147
27204,0.073651804,0.106205855
27205,0.35654297,0.123789041
27206,0.260217035,0.187402279
27207,0.114173475,0.069247264
27208,0.725577887,0.824248436
27209,0.305217453,0.14165378
27210,0.261830889,0.083496603
27211,0.225805428,0.07749368
27212,0.951041005,0.68408407
27213,0.575332215,0.2059807
27214,0.133994359,0.127326425
27215,0.797870771,0.133894798
27216,0.894308924,0.161306126
27217,0.274276743,0.144997612
27218,0.923586762,0.799313464
27219,0.773671069,0.656024363
27220,0.400733179,0.138389093
27221,0.727681081,0.075708781
27222,0.640593279,0.105447735
27223,0.697186734,0.065657136
27224,0.754784723,0.078920615
27225,0.198348433,0.141437379
27226,0.226904527,0.107589166
27227,0.303123521,0.157443614
27228,0.913890022,0.376660497
27229,0.795510141,0.635678245
27230,0.908066178,0.117685484
27231,0.862930786,0.360079034
27232,0.571266308,0.078097281
27233,0.329985586,0.141310141
27234,0.115491958,0.103794614
27235,0.92531329,0.947547228
27236,0.956728607,0.15784228
27237,0.797944096,0.44180896
27238,0.762301517,0.279877997
27239,0.126095798,0.193460643
27240,0.31646596,0.087221842
27241,0.168869774,0.128814127
27242,0.693452195,0.143606511
27243,0.060035404,0.100114211
27244,0.055543649,0.059076812
27245,0.409764308,0.127598299
27246,0.874065969,0.870976267
27247,0.943195536,0.120412402
27248,0.857887246,0.215815877
27249,0.355377325,0.073622091
27250,0.15130417,0.117126369
27251,0.246472633,0.059457223
27252,0.61606155,0.136252945
27253,0.911589754,0.063119095
27254,0.918601706,0.977532193
27255,0.259906348,0.124835127
27256,0.860368962,0.81770052
27257,0.510114384,0.304883592
27258,0.743693055,0.129838032
27259,0.914335296,0.675106906
27260,0.444775771,0.207525099
27261,0.803900075,0.15543682
27262,0.555797614,0.08868731
27263,0.086390958,0.11990364
27264,0.188634717,0.057465538
27265,0.317210003,0.10678313
27266,0.183953219,0.11115686
27267,0.561780866,0.059687016
27268,0.041234385,0.08529161
27269,0.69298669,0.843738225
27270,0.063078064,0.064227543
27271,0.18513035,0.030058279
27272,0.307077924,0.102453792
27273,0.136196881,0.079912932
27274,0.5,0.183843885
27275,0.352425591,0.160120149
27276,0.086243845,0.076575392
27277,0.902697382,0.09470355
27278,0.413328095,0.090490944
27279,0.258531754,0.069544577
27280,0.378274329,0.279906254
27281,0.257946016,0.112033102
27282,0.896251677,0.065675006
27283,0.313062544,0.213846565
27284,0.692178483,0.28373418
27285,0.224604504,0.090220207
27286,0.302970379,0.136292617
27287,0.5,0.084559549
27288,0.830748926,0.419875162
27289,0.5,0.150660247
27290,0.060820014,0.041963396
27291,0.79982106,0.627923483
27292,0.796339749,0.087801801
27293,0.879349434,0.043472209
27294,0.069926818,0.107973301
27295,0.922607658,0.152545888
27296,0.624677428,0.07134543
27297,0.855375868,0.052704613
27298,0.175748477,0.028132818
27299,0.696342731,0.136082526
27300,0.769838985,0.027039519
27301,0.142208188,0.126013611
27302,0.801607403,0.182451777
27303,0.122631402,0.146687623
27304,0.889401925,0.069192315
27305,0.048735818,0.065911822
27306,0.618395992,0.23278192
27307,0.836858616,0.960513902
27308,0.331422722,0.185470207
27309,0.951286256,0.805393303
27310,0.156317251,0.088427069
27311,0.184261361,0.082473802
27312,0.27522162,0.109709218
27313,0.091881699,0.054185806
27314,0.134841827,0.127078583
27315,0.232208436,0.061625521
27316,0.793313336,0.400082565
27317,0.097763468,0.123026944
27318,0.192680547,0.147734228
27319,0.867171782,0.258074976
27320,0.901311506,0.407442088
27321,0.568200571,0.121125182
27322,0.283557685,0.225783228
27323,0.5,0.05551842
27324,0.612663682,0.218166466
27325,0.893116211,0.91721679
27326,0.566048319,0.054046312
27327,0.413307724,0.214479447
27328,0.667215653,0.340953298
27329,0.222919149,0.145185423
27330,0.562915955,0.064611108
27331,0.149714034,0.094719597
27332,0.950005868,0.056344909
27333,0.760382786,0.79710177
27334,0.061840272,0.126316386
27335,0.124609601,0.251604729
27336,0.21266294,0.097807188
27337,0.951659297,0.35473213
27338,0.583608939,0.387532371
27339,0.242369886,0.068159712
27340,0.102752545,0.075508305
27341,0.778812581,0.167344066
27342,0.711520588,0.126835829
27343,0.101112599,0.094450394
27344,0.408711535,0.182061943
27345,0.247862111,0.075196673
27346,0.851201605,0.692114452
27347,0.917892621,0.913847212
27348,0.279087401,0.083589079
27349,0.234068282,0.131499593
27350,0.903489243,0.059691521
27351,0.859028161,0.565304038
27352,0.306203338,0.085998529
27353,0.187748699,0.125883013
27354,0.763478822,0.156051804
27355,0.173276677,0.383263107
27356,0.707899308,0.140439116
27357,0.369119324,0.083659022
27358,0.775061507,0.223908596
27359,0.779970027,0.343073186
27360,0.684861476,0.075409973
27361,0.931807924,0.06136855
27362,0.563475908,0.154660593
27363,0.175232232,0.168358517
27364,0.26966306,0.082093945
27365,0.656706448,0.18438008
27366,0.873786944,0.294724799
27367,0.483154228,0.128608101
27368,0.623662363,0.04978185
27369,0.052100635,0.049794115
27370,0.771705149,0.097948888
27371,0.321785046,0.072790214
27372,0.14564512,0.111000928
27373,0.778462041,0.920271849
27374,0.295926868,0.084624811
27375,0.894643425,0.034940945
27376,0.228628692,0.441987379
27377,0.698822599,0.116381466
27378,0.121301257,0.108095118
27379,0.152080892,0.061565237
27380,0.895549271,0.087015134
27381,0.611062712,0.039653946
27382,0.088496765,0.171578115
27383,0.42349584,0.060860452
27384,0.664825736,0.064911656
27385,0.965179825,0.104507417
27386,0.865110456,0.067031119
27387,0.901586844,0.382818433
27388,0.210163097,0.134999825
27389,0.142574196,0.134045316
27390,0.093523007,0.10317845
27391,0.871907366,0.218168865
27392,0.9125115,0.924595097
27393,0.070432986,0.068676955
27394,0.472955477,0.061349413
27395,0.866981338,0.754435598
27396,0.121279769,0.09414055
27397,0.939191201,0.932367165
27398,0.842382872,0.181889641
27399,0.422089557,0.139984123
27400,0.538583251,0.104406782
27401,0.287322491,0.214142222
27402,0.689505301,0.122694068
27403,0.184140123,0.098203097
27404,0.092363823,0.214825876
27405,0.905902245,0.958175282
27406,0.334024603,0.09566827
27407,0.07482084,0.126243087
27408,0.537217042,0.086828483
27409,0.891505029,0.912948297
27410,0.162683021,0.067732127
27411,0.128157198,0.182909295
27412,0.792428076,0.099190859
27413,0.241688252,0.163653655
27414,0.730896741,0.829111214
27415,0.301762251,0.081516071
27416,0.346088763,0.171316256
27417,0.329941792,0.154210267
27418,0.086923979,0.440936138
27419,0.832545919,0.783355565
27420,0.1260499,0.083004989
27421,0.487656683,0.297170769
27422,0.743661516,0.321870222
27423,0.396767149,0.125151555
27424,0.247824556,0.099695894
27425,0.608840146,0.355191493
27426,0.252420946,0.116025693
27427,0.31694139,0.061852497
27428,0.139269783,0.099821229
27429,0.124784084,0.601283653
27430,0.751964774,0.0420418
27431,0.49148992,0.125635316
27432,0.58436468,0.23210412
27433,0.684028037,0.088077437
27434,0.232257208,0.081649125
27435,0.698788474,0.279453377
27436,0.094551562,0.121433162
27437,0.1721031,0.143520183
27438,0.103357669,0.024059075
27439,0.181147528,0.168099938
27440,0.248467736,0.157415379
27441,0.896457343,0.943549441
27442,0.86892121,0.27567367
27443,0.12922953,0.075775831
27444,0.119843923,0.092163322
27445,0.069910991,0.074637247
27446,0.127511489,0.131311973
27447,0.192118606,0.089985829
27448,0.360492122,0.114452386
27449,0.930127598,0.122219231
27450,0.685303959,0.117044622
27451,0.215933189,0.044933609
27452,0.249914687,0.130508225
27453,0.922328753,0.168994219
27454,0.346854942,0.118767171
27455,0.150946433,0.169723899
27456,0.223581349,0.079260783
27457,0.113980865,0.085176512
27458,0.411156468,0.074381761
27459,0.154047006,0.104765827
27460,0.880915673,0.766257798
27461,0.075382529,0.088796117
27462,0.381293492,0.11210594
27463,0.30849826,0.108225082
27464,0.815858219,0.734809245
27465,0.969471442,0.916643301
27466,0.191317358,0.124739013
27467,0.195069234,0.046087878
27468,0.462576428,0.159675743
27469,0.824084096,0.081851716
27470,0.853718457,0.94509856
27471,0.850572358,0.091593414
27472,0.597057497,0.149083506
27473,0.127040904,0.128168824
27474,0.313817702,0.127719301
27475,0.122486678,0.072043009
27476,0.483450483,0.122644391
27477,0.182810151,0.061180759
27478,0.78740425,0.068288342
27479,0.089663983,0.086397802
27480,0.645862666,0.244603925
27481,0.839536971,0.765823343
27482,0.222723245,0.278002822
27483,0.848928052,0.463515921
27484,0.924583343,0.389426754
27485,0.88669176,0.0615122
27486,0.524319585,0.116374159
27487,0.887661659,0.083476441
27488,0.812253168,0.8122223
27489,0.851009696,0.903740098
27490,0.445815124,0.087695433
27491,0.51718299,0.452429294
27492,0.558774416,0.013289547
27493,0.943264545,0.119571209
27494,0.625297402,0.150199429
27495,0.254435502,0.121298104
27496,0.191750707,0.053123265
27497,0.097933761,0.098609996
27498,0.808059384,0.076357945
27499,0.913049433,0.112759382
27500,0.914521143,0.152232367
27501,0.361086247,0.131580846
27502,0.722545719,0.084521597
27503,0.548612937,0.101680928
27504,0.077800281,0.059861506
27505,0.090680407,0.093945549
27506,0.865160519,0.368673046
27507,0.305731351,0.11211644
27508,0.391367659,0.130237873
27509,0.532679025,0.065854766
27510,0.239860315,0.801834515
27511,0.5,0.059949097
27512,0.30675687,0.051760219
27513,0.539238127,0.137775152
27514,0.70451038,0.211698765
27515,0.488447192,0.731789709
27516,0.81907544,0.293686385
27517,0.100879158,0.133097179
27518,0.896848773,0.835649092
27519,0.040434153,0.048440513
27520,0.082971898,0.094191629
27521,0.432114465,0.093766786
27522,0.09998738,0.161842171
27523,0.304829538,0.020280904
27524,0.369548881,0.133952449
27525,0.23955531,0.064867448
27526,0.663503438,0.369823229
27527,0.957164,0.040985082
27528,0.853979017,0.312283075
27529,0.764455779,0.224156215
27530,0.082295019,0.096256932
27531,0.073347631,0.076646277
27532,0.906280344,0.031600975
27533,0.658882638,0.287821406
27534,0.100986296,0.069359165
27535,0.876041634,0.029221873
27536,0.380548903,0.185848754
27537,0.795421537,0.689186114
27538,0.57534449,0.33904742
27539,0.884846948,0.373140269
27540,0.183204841,0.405340614
27541,0.903801668,0.729732263
27542,0.15790318,0.063719084
27543,0.563023406,0.409450966
27544,0.22654232,0.037011829
27545,0.144744053,0.152241263
27546,0.7198284,0.505582235
27547,0.303354952,0.165160924
27548,0.948342547,0.04310051
27549,0.790055319,0.06819149
27550,0.223682685,0.096104635
27551,0.405299572,0.100750547
27552,0.878996006,0.027007542
27553,0.618110601,0.1281394
27554,0.284313396,0.210832664
27555,0.175035136,0.07008537
27556,0.812836853,0.079545353
27557,0.889700679,0.105113996
27558,0.132249442,0.083463301
27559,0.596763436,0.12284471
27560,0.82610685,0.335004988
27561,0.781428619,0.614863426
27562,0.708074152,0.224156614
27563,0.781285499,0.17174515
27564,0.142206504,0.155596501
27565,0.270904119,0.068225272
27566,0.138798379,0.093146714
27567,0.816481043,0.086276175
27568,0.933517439,0.359556389
27569,0.046097774,0.060964366
27570,0.896398661,0.296711431
27571,0.051904599,0.0625312
27572,0.129769206,0.087794909
27573,0.176667287,0.114348424
27574,0.62847385,0.464510267
27575,0.22694514,0.145758807
27576,0.073344065,0.076701489
27577,0.516802057,0.050575538
27578,0.438131247,0.146592525
27579,0.65112073,0.125706712
27580,0.689408765,0.101160981
27581,0.15452012,0.080602353
27582,0.125377154,0.121898631
27583,0.186517346,0.067257972
27584,0.590275988,0.725976514
27585,0.529061776,0.223603122
27586,0.794501672,0.631194583
27587,0.770506751,0.107324801
27588,0.297319931,0.112419526
27589,0.444774752,0.124675852
27590,0.250145048,0.039717253
27591,0.69846687,0.109628125
27592,0.060907866,0.103179108
27593,0.093930854,0.080327734
27594,0.550314465,0.095640953
27595,0.181345928,0.107105407
27596,0.239153593,0.150469754
27597,0.075368866,0.078109599
27598,0.108996345,0.102562393
27599,0.788268148,0.515352035
27600,0.623230169,0.076718513
27601,0.76111935,0.280828546
27602,0.885771762,0.907589525
27603,0.101970248,0.124680788
27604,0.159207652,0.108793537
27605,0.728168298,0.312145339
27606,0.279046594,0.245256692
27607,0.481802066,0.307974586
27608,0.753530047,0.116571288
27609,0.832502257,0.332954346
27610,0.826339251,0.551845745
27611,0.071042768,0.163465237
27612,0.696771257,0.056282086
27613,0.823519284,0.652070419
27614,0.471445349,0.103393864
27615,0.944505611,0.118367073
27616,0.260893171,0.132493895
27617,0.297606415,0.155954079
27618,0.680201297,0.090878559
27619,0.375588988,0.211151763
27620,0.745944515,0.466669987
27621,0.268575442,0.20035089
27622,0.932065783,0.684910998
27623,0.901297291,0.069959511
27624,0.822710091,0.134835434
27625,0.506885299,0.047254418
27626,0.154960489,0.059006155
27627,0.8138254,0.936264254
27628,0.859838962,0.075798224
27629,0.135304506,0.107759033
27630,0.806782099,0.247359847
27631,0.210315002,0.119482329
27632,0.16973132,0.061793522
27633,0.748900871,0.365588897
27634,0.137758249,0.09250008
27635,0.251072313,0.087500555
27636,0.866967713,0.217228252
27637,0.116561255,0.136090135
