respondent_id,xyz_vaccine,seasonal_vaccine
27185,0.756077063,0.440644197
27186,0.638876487,0.150287197
27187,0.138314975,0.107201696
27188,0.424277406,0.05805417
27189,0.527275715,0.087775869
27190,0.780503989,0.445376733
27191,0.961115891,0.152573235
27192,0.814409476,0.561624147
27193,0.084819136,0.00521022
27194,0.461047326,0.163634591
27195,0.078579414,0.01413237
27196,0.266499081,0.253078417
27197,0.702524111,0.064875757
27198,0.98881919,0.950434741
27199,0.11176583,0.03573566
27200,0.695713018,0.30543142
27201,0.921352468,0.702864663
27202,0.052100674,0.103336256
27203,0.127810737,0.052828478
27204,0.112442221,0.039901455
27205,0.412965316,0.133772234
27206,0.203235815,0.126403779
27207,0.24622564,0.105514717
27208,0.67652784,0.804146272
27209,0.356102115,0.198624214
27210,0.381417321,0.287877154
27211,0.278640017,0.117860834
27212,0.923804606,0.544973165
27213,0.401043248,0.205054042
27214,0.072223857,0.026982835
27215,0.73626108,0.137520669
27216,0.899320177,0.1082827
27217,0.087833747,0.026817326
27218,0.947070591,0.697351567
27219,0.601443253,0.429900033
27220,0.447625161,0.168260134
27221,0.531340884,0.159438478
27222,0.512966377,0.179671964
27223,0.636451212,0.054089471
27224,0.747149905,0.21857729
27225,0.244425515,0.184846902
27226,0.223512515,0.021115603
27227,0.403728702,0.159202655
27228,0.85795536,0.487314684
27229,0.925787506,0.772185257
27230,0.973587761,0.202563295
27231,0.87677556,0.556297452
27232,0.636683708,0.143092482
27233,0.169436527,0.344902645
27234,0.021389471,0.055001896
27235,0.943083711,0.877952017
27236,0.931344703,0.122888663
27237,0.474524092,0.305279532
27238,0.6848509,0.276499232
27239,0.143717213,0.492990727
27240,0.469591488,0.100177163
27241,0.261903302,0.090860518
27242,0.518884088,0.116025064
27243,0.092322334,0.048174868
27244,0.114470864,0.045299415
27245,0.418014405,0.127154735
27246,0.967246067,0.825818322
27247,0.940743558,0.189148496
27248,0.743097614,0.181510721
27249,0.537207449,0.097205326
27250,0.32404434,0.116356292
27251,0.250909757,0.075670703
27252,0.530347144,0.135519324
27253,0.905390137,0.069892739
27254,0.970440501,0.893702547
27255,0.29954582,0.144896417
27256,0.966191206,0.580916157
27257,0.524458326,0.328665092
27258,0.750940857,0.408629724
27259,0.903558732,0.604229809
27260,0.450859165,0.077077929
27261,0.659833495,0.131304113
27262,0.62411114,0.232679571
27263,0.076058217,0.039343353
27264,0.131357658,0.098223757
27265,0.228157783,0.0572423
27266,0.242292362,0.062764788
27267,0.866103961,0.230489139
27268,0.132698822,0.013361065
27269,0.511558119,0.800895822
27270,0.077690861,0.037050329
27271,0.398211512,0.051770193
27272,0.319565209,0.014113845
27273,0.173675283,0.059318421
27274,0.531767007,0.14038918
27275,0.400156948,0.212849675
27276,0.149841182,0.013623851
27277,0.807630875,0.048882895
27278,0.366072932,0.155478308
27279,0.319172859,0.105483663
27280,0.38780891,0.273622075
27281,0.30577433,0.081803809
27282,0.847924867,0.065802161
27283,0.052494449,0.009199708
27284,0.190071788,0.073430547
27285,0.365973756,0.107489939
27286,0.269012675,0.077522874
27287,0.490372494,0.160844005
27288,0.813497496,0.587117011
27289,0.379806192,0.273194086
27290,0.089012317,0.022383203
27291,0.846928757,0.697708204
27292,0.68833517,0.057120517
27293,0.962877163,0.111434346
27294,0.052378177,0.018458341
27295,0.878019364,0.293604543
27296,0.71850618,0.065548943
27297,0.70029999,0.06377552
27298,0.242208298,0.094836896
27299,0.700480402,0.268539463
27300,0.961517031,0.197686279
27301,0.038764458,0.009000316
27302,0.66757189,0.139129857
27303,0.098226721,0.026330195
27304,0.789490339,0.083401707
27305,0.036517839,0.041855328
27306,0.538351618,0.190477938
27307,0.80298761,0.754476085
27308,0.299874298,0.183024874
27309,0.965752766,0.594368364
27310,0.110091466,0.049172227
27311,0.102377456,0.097968074
27312,0.311357089,0.066334289
27313,0.149065265,0.085614736
27314,0.057873516,0.045490072
27315,0.472363704,0.120713839
27316,0.722015582,0.325592063
27317,0.102329099,0.072736495
27318,0.299423608,0.273097286
27319,0.872093114,0.422044723
27320,0.685831565,0.44029006
27321,0.468522652,0.040550469
27322,0.074280266,0.235778319
27323,0.596797005,0.08378436
27324,0.53502851,0.359315505
27325,0.936433662,0.758379926
27326,0.627121106,0.163906221
27327,0.274153236,0.137237674
27328,0.557762872,0.190068005
27329,0.258087845,0.10793921
27330,0.437055134,0.011564001
27331,0.238103202,0.091463393
27332,0.932859917,0.133430166
27333,0.808953169,0.627788074
27334,0.038744935,0.048911144
27335,0.071503362,0.115206411
27336,0.161810868,0.074848975
27337,0.792510294,0.289296266
27338,0.449555425,0.247566942
27339,0.219334806,0.232509428
27340,0.14502194,0.01736802
27341,0.677666988,0.246384143
27342,0.589670345,0.026781081
27343,0.164619348,0.065937024
27344,0.487079321,0.290099514
27345,0.280366893,0.061871268
27346,0.9573462,0.769070027
27347,0.93351214,0.732248869
27348,0.343356858,0.120643316
27349,0.180700465,0.06327556
27350,0.922574612,0.165631977
27351,0.87858023,0.80161171
27352,0.305816633,0.09657763
27353,0.100615788,0.00884328
27354,0.551546415,0.162407414
27355,0.442515616,0.307963709
27356,0.631502721,0.236424134
27357,0.362582854,0.133225824
27358,0.791467594,0.282993237
27359,0.726483216,0.361602301
27360,0.568646603,0.158861493
27361,0.902246971,0.032753449
27362,0.505128586,0.225188583
27363,0.286122282,0.17614965
27364,0.431002575,0.069447828
27365,0.634701057,0.258171625
27366,0.597821603,0.455219813
27367,0.528414524,0.17069826
27368,0.514024639,0.092062874
27369,0.05575897,0.06060258
27370,0.72889139,0.007673281
27371,0.377370187,0.291969519
27372,0.280173734,0.075649097
27373,0.731161127,0.789300956
27374,0.284533443,0.031549176
27375,0.934223844,0.148269436
27376,0.348908901,0.44128907
27377,0.640504836,0.115724413
27378,0.166194858,0.071340407
27379,0.240814718,0.106148537
27380,0.949172681,0.142923635
27381,0.70217603,0.094780443
27382,0.164910841,0.34554907
27383,0.592056479,0.191457711
27384,0.402572689,0.053227828
27385,0.909281654,0.08877547
27386,0.845011891,0.302658477
27387,0.84443949,0.370583975
27388,0.297454359,0.156568841
27389,0.160719273,0.076733531
27390,0.037506344,0.016484968
27391,0.827679787,0.139714539
27392,0.826225944,0.641532204
27393,0.081269125,0.015724569
27394,0.490227926,0.012613527
27395,0.714130879,0.691048441
27396,0.09136259,0.086818009
27397,0.958902782,0.891807156
27398,0.866526518,0.50356791
27399,0.670599228,0.140603501
27400,0.708588279,0.089443558
27401,0.362062399,0.312289651
27402,0.753987198,0.160421538
27403,0.251875572,0.071818817
27404,0.244777392,0.503138599
27405,0.890549932,0.874550692
27406,0.213263756,0.116016595
27407,0.068861049,0.070297857
27408,0.570913123,0.090377861
27409,0.970045513,0.868023164
27410,0.274588696,0.082301177
27411,0.122427325,0.075627026
27412,0.878032944,0.124233699
27413,0.221070595,0.013060397
27414,0.749571995,0.715506278
27415,0.249184932,0.075151809
27416,0.343804706,0.144460838
27417,0.314336622,0.101947314
27418,0.176284597,0.462169288
27419,0.943026542,0.539618992
27420,0.143111484,0.108046974
27421,0.450499541,0.28632438
27422,0.702381571,0.309416194
27423,0.313974135,0.038058935
27424,0.623796502,0.291796507
27425,0.513397112,0.277396121
27426,0.24956926,0.100796525
27427,0.34473461,0.113241862
27428,0.197536386,0.066855888
27429,0.28697666,0.535083786
27430,0.7769924,0.088278642
27431,0.537697244,0.19345602
27432,0.594227523,0.261980705
27433,0.876483147,0.103934277
27434,0.29372305,0.090746988
27435,0.679893311,0.263862597
27436,0.07645511,0.017583626
27437,0.133053782,0.13636673
27438,0.315140165,0.099157285
27439,0.24432936,0.2814539
27440,0.264653763,0.136298044
27441,0.914946151,0.828008513
27442,0.916455863,0.149157077
27443,0.152781431,0.038411223
27444,0.040353169,0.101082214
27445,0.036709615,0.040709273
27446,0.081748619,0.121952081
27447,0.183570846,0.027230029
27448,0.565091153,0.285931513
27449,0.947759662,0.179431858
27450,0.900966881,0.041091293
27451,0.130722028,0.017784983
27452,0.086154498,0.00733528
27453,0.943686295,0.096807654
27454,0.315329735,0.082285696
27455,0.138514736,0.129531727
27456,0.348592338,0.159765354
27457,0.269033922,0.075731248
27458,0.402663498,0.09969098
27459,0.15389275,0.033030334
27460,0.896157247,0.626522464
27461,0.105674208,0.049176765
27462,0.47070185,0.062093117
27463,0.447522395,0.135464927
27464,0.665249638,0.264673686
27465,0.935111244,0.656090526
27466,0.028744944,0.004949983
27467,0.421157264,0.03880946
27468,0.356018605,0.036701441
27469,0.689454769,0.025083706
27470,0.919275879,0.890158861
27471,0.690734895,0.09926459
27472,0.607791057,0.24006592
27473,0.21277744,0.09134005
27474,0.472655623,0.194368373
27475,0.038001438,0.035504792
27476,0.558262998,0.134376791
27477,0.320823342,0.111729574
27478,0.588483553,0.02744759
27479,0.175897258,0.171398159
27480,0.60873458,0.233558606
27481,0.779777817,0.618175109
27482,0.248346229,0.388369688
27483,0.660640346,0.413626085
27484,0.929078131,0.499996942
27485,0.783362773,0.029200112
27486,0.395440809,0.201927891
27487,0.878315911,0.134618406
27488,0.924530411,0.830388924
27489,0.787535595,0.771902402
27490,0.315026326,0.014597268
27491,0.618503969,0.266736879
27492,0.592022674,0.028972191
27493,0.916806307,0.112125693
27494,0.713738366,0.340716284
27495,0.335100814,0.149437243
27496,0.243264966,0.059280916
27497,0.019283983,0.083594016
27498,0.616435429,0.080576819
27499,0.837761224,0.303603398
27500,0.907018492,0.106924556
27501,0.354736814,0.039414216
27502,0.736788691,0.070869711
27503,0.526290806,0.111331496
27504,0.042546422,0.022654144
27505,0.070634753,0.013511878
27506,0.869691481,0.511030361
27507,0.227512918,0.064220108
27508,0.52575377,0.201963585
27509,0.516781806,0.208877522
27510,0.321434254,0.686229455
27511,0.618181827,0.208371076
27512,0.429881019,0.138527826
27513,0.424335063,0.084721068
27514,0.627189069,0.397866335
27515,0.367285786,0.616280859
27516,0.757823642,0.374681867
27517,0.020309499,0.007721052
27518,0.947298182,0.82801966
27519,0.103586249,0.024514833
27520,0.213322922,0.080521562
27521,0.363429215,0.052030105
27522,0.127806054,0.091849796
27523,0.426095523,0.038709923
27524,0.340118861,0.043394443
27525,0.326079711,0.114149767
27526,0.701277173,0.547698253
27527,0.920384526,0.066267483
27528,0.79254547,0.286118296
27529,0.694713163,0.097940925
27530,0.146286025,0.090791247
27531,0.075034131,0.103092984
27532,0.937832547,0.154699139
27533,0.555634196,0.339441976
27534,0.092958385,0.06199597
27535,0.85057914,0.068494988
27536,0.421320359,0.164803684
27537,0.846382549,0.654547271
27538,0.381559213,0.382493239
27539,0.743706534,0.320829693
27540,0.158208393,0.59059314
27541,0.931141791,0.587400518
27542,0.289182553,0.085638442
27543,0.642511887,0.42502224
27544,0.194982739,0.112117149
27545,0.127052243,0.155555833
27546,0.615983269,0.717137285
27547,0.143468102,0.029757049
27548,0.946932864,0.050453629
27549,0.772484868,0.082640589
27550,0.120328235,0.177887718
27551,0.428177107,0.2385759
27552,0.820342693,0.070830595
27553,0.24619923,0.073972897
27554,0.380430168,0.204614284
27555,0.345546807,0.099480609
27556,0.774848783,0.122491735
27557,0.897461382,0.173013377
27558,0.218458394,0.081911655
27559,0.737679395,0.105105056
27560,0.699071621,0.269570281
27561,0.76315004,0.406126868
27562,0.643998144,0.349338199
27563,0.587486811,0.22928179
27564,0.359908751,0.232013493
27565,0.300244368,0.165459376
27566,0.137070231,0.180917688
27567,0.7230008,0.151083913
27568,0.957114771,0.444419532
27569,0.068790627,0.027652542
27570,0.765469312,0.400002833
27571,0.087628785,0.075459978
27572,0.028170208,0.00961139
27573,0.256214411,0.021057729
27574,0.548031885,0.393359976
27575,0.175076858,0.005188117
27576,0.141667026,0.027596946
27577,0.5936808,0.190277132
27578,0.474270155,0.177446133
27579,0.599306651,0.11969487
27580,0.469232023,0.076148683
27581,0.168277286,0.130311686
27582,0.239206651,0.076335338
27583,0.245564342,0.102498888
27584,0.555532819,0.677966192
27585,0.430908572,0.289449033
27586,0.850383454,0.728642299
27587,0.557788622,0.067633515
27588,0.290687357,0.106283028
27589,0.356009791,0.088345469
27590,0.357820954,0.256601433
27591,0.77470969,0.263865911
27592,0.08098823,0.036859016
27593,0.092751091,0.07166153
27594,0.562741727,0.205820572
27595,0.11385154,0.030383797
27596,0.289235791,0.116310424
27597,0.3635695,0.104199701
27598,0.112494433,0.038304859
27599,0.834499847,0.643305289
27600,0.523635462,0.050857336
27601,0.646961447,0.001876692
27602,0.901687779,0.782676235
27603,0.076854747,0.058476079
27604,0.185841079,0.015737122
27605,0.750646439,0.552390603
27606,0.320933306,0.131557498
27607,0.486995739,0.491274951
27608,0.551012638,0.128803637
27609,0.64744258,0.40086109
27610,0.659935525,0.354374204
27611,0.110906257,0.228325912
27612,0.702114768,0.03930936
27613,0.955626292,0.813096844
27614,0.3811232,0.101945214
27615,0.953791311,0.161134837
27616,0.016000519,0.006520853
27617,0.395541109,0.306781166
27618,0.374998752,0.125743861
27619,0.417622585,0.314786166
27620,0.580624654,0.44650202
27621,0.549448292,0.159007435
27622,0.945501101,0.546237105
27623,0.928561177,0.349726271
27624,0.867423498,0.11722149
27625,0.397928881,0.058373247
27626,0.163710487,0.020387865
27627,0.901977407,0.831032552
27628,0.698586956,0.042995921
27629,0.062101791,0.005454709
27630,0.782057381,0.261094407
27631,0.310128749,0.171447882
27632,0.139950866,0.019122349
27633,0.713796493,0.455869012
27634,0.306536384,0.120955205
27635,0.409045174,0.106716346
27636,0.915351755,0.259727492
